"STT","Message","Spam","Ads","Entertainment","App","RealEstale","Villa","Apartment","House","Lots","Financial","Bank","Card","Loans","Promotion","Harm","Scam","MoneyScam","PasswordScam","InfoScam","Virus"
"1535","Tối, h đang đưa con bé đi học. Tý về lại đưa thằng anh. Cả ngày T7+CN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1536","OK e
A gửi luôn đây","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1537","Trưa rảnh ko, đi ăn với cậu nhé","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1538","Cháu đang đi thực tập k ở nhà ạ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1539","Cháu gửi file qua mail cho c r. C in giúp cháu nhé. Vs cả c cho cháu xin ít giấy A4 ạ.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1540","Đang in thì hết mực","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1541","Em save mà nó không lưu anh ạ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1542","Mai cũng đc k s ạ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1543","Hôm nay em cứ khám như bt đi. Phụ khoa thì để T5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1544","Khám chưa em, có sao không?","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1545","Minh PTSC nói đội TCKT đi nghỉ mát nên phải sang tuần Anh ạ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1546","Em hỏi vợ giúp anh địa chỉ mua cây giống tin tưởng chút nhé, cuối tuần nay a sang mua. Thanks","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1547","Hỏi vợ giúp anh địa chỉ chưa e?","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1548","VP04 - cổng hoc viện anh nhé. Cảm on anh","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1549"," Anh gọi cho em này tư vấn          nhé: Như: 0987280351. Đ/c: VP04 - cổng Học viện
","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1550","Chìa khoá bên nhà bà Mai","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1551","Anh vừa gửi cho em 28mil","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1552","Vang, chieu em check nhe","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1553","Mai e chuẩn bị slide qua viện K giới thiệu cùng anh. 14h ở Viện K đường Quán Sứ. Nhận được sms confirm nhé","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1554","Gt thì để anh Thắng hoặc Đông thôi Anh nhé","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1555","Ok, 14h chiều mai nhé","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1556","E hỏi Minh xem chuyển tiền chưa nhea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1557","Minh dang o Hong Kong. Chac den luot VP di nghi mat. Luc nao tra loi em bao","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1558","Cậu mai mang chăn cho cháu nhé!","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1559","HOM NAY SN CHI HUE NHE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1560","Chúc mừng sinh nhật U. Chúc U sang tuổi mới với nhiều niềm vui và thành công","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1561","E ko ăn cơm ở cty nhé. Cắt cho e. E lv ở nhà","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1562","Báo chị Huệ đi. A chưa đến cq. Mẹ thằng Đức mất. Hnay sn chị Huệ nữa","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1563","Mai e về quê để hôm sau 49 ngày của ông. Nếu có gì anh nhắn e biết e gửi phúng viếng nhé","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1564","Chị cám ơn em nhé.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1565","Anh dương ơi, anh có đi viếng mẹ anh đức thì cho em gửi vs ạ. Mọi ng đi thế nào e đi thế ạ. Em cảm ơn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1566","Quên mất, em là việt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1568","Chưa anh. Mới check xong","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1569","Có vấn đề j ko Anh, hay chỉ là họ làm chậm thôi ạ?","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1570","Làm chậm thôi anh. Mới đi du lịch về hôm qua. Chắc giờ mới làm","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1571","Hỏi Minh chuyển tiền chưa e?","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1572","Anh Minh thúc bên Kế toán hộ em với nhé","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1573","Chưa nhận được văn bản anh ơi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1574","Minh đang ra HN, anh xem có cần gặp trực tiếp 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1575","E có mời nó đi nhậu thì mời thôi, anh gặp nó làm gì đâu","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1576","Tí c về nhớ qua đón cháu nhé.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1577","Hôm nọ 2 Cậu Cháu Đổ nhầm 1 lọ sấu vào 1 lọ táo rồi, 0 phải 2 lọ táo:(","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1578","Có sao o nhỉ? Cậu nghĩ éo sao đâu","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1579","Cháu cũng nghĩ vậy. Mà h cũng chịu r :(","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1580","Anh gửi 7.5tr từ sáng. Thấy báo nhận đc rồi, chieu e check, rut de toi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1581","Vang, chieu may h anh ve","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1583","Đang xử lý rồi anh nhé. Hôm qua mới chuyển TCKT ạ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1584","Cám ơn Anh. Lúc nào có tin gì báo em với nhé. Sorry  Anh, vì bị ép suốt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1585","A ơi chiều em xin nghỉ nhé, em về viếng bố bạn mới mất","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1586","Sáng e cho cháu đi khám cái a nhé. Cháu ốm quá","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1587","E hỏi Minh việc chuyển tiền và các đơn vị ký BB nhé. Yêu cầu nó giục các đơn vị ký đungs hạn. Update chi anh","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1588","Hôm qua Lan Anh check kế toán thì chưa chuyển, gọi 0 đc. Hôm nay đang Mồng 1, đằng nào mai mới 31/11, để sáng mai em gọi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1589","Anh ơi check em vụ chuyển tiền với. Bên em vẫn chưa nhận đc","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1590","Hôm nay Minh nói vẫn vướng bên Kế toán do thủ tục giấy tờ, mỗi hôm đòi 1 kiểu.  Bbên đó đang xử lý nội bộ, chứ 0 có vđ j cả","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1591","Hỏi xem mấy hôm nữa xong, và hỏi luôn việc nghiệm thu e nhé, bảo xem giấy tờ nghiệm thu Lan Anh đã gửi để khớp ngày tháng trước","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1592","Lại có cty nào có ý kiến đấy","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1593","Vụ này là hiểu lầm thôi, em đang giải quyết. Kieu này gặp suốt ngày","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1594","Uh xử lý gấp đi e","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1596","Em đóng cái gửi sms cho a được ko. Hiện tại bên a đã bỏ cái sms gateway rồi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1597","Phần lỗi là gửi mail kho giao việc thôi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1598","LĐBD và KSCTN đã phản hồi j chưa anh?","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1599","Anh upload video của con lên rồi đấy","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1600","Mai bên này tổ chức 60 năm thành lập Học viện. Có sang chơi với bồ 0?","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1601","Dạ k ạ.Cháu đi học cả ngày r","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1602","A ơi, e xin nghỉ sáng nay a nhé! E về quê mừng thọ ông nội. Chiều e làm bt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1603","Xe em bị hỏng, em đến muộn tý nhé","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1604","H này vẫn chưa có mail vụ vnpt à?","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1605","E ơi, cố xong gửi cho họ nhé,","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1606","Chiều để A về đón con. E làm cho xong việc đi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1607","Xe hết xăng thì đổ đi e nhé. Hôm nay tăng giá mạnh đấy","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1608","Anh oj, sang nay bac trong Bon Bon ngj nen em xjn phep anh cho em nghj buoj sang ah. Em cam on anh!","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1609","Mail của em và sơn bị  đầy rồi. 
E xóa bớt đi nhé","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1610","A dang hoc Nghi quyet TƯ. Sao the? Gui do cho Thao roi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1611","Em thay cuoc goi nho cú anh nen goi lai thoai","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1612","Mai xong việc chưa? 
Vào bàn giao bên nhà QH cho xong e","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1613","thư qh bị bên em block, em cho anh mail khác","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1614","Em báo quản trị mạng, h dc rồi. A gửi thêm duongdx@gmail.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1615","Em nhận dc rồi. 0 có j Anh ạ. Vẫn là bên em làm thôi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1616","uh, anh cũng biết thế","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1617","Xe Quang Dong 0942835669. Qua Hoàng Minh lúc 1h45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1618","Nó sắp đến rồi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1619","E xử lý cái PTSC HN như Minh mail ngay nhé","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1620","Hn xử lý hôm qua rồi A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1621","Mail trả lời Minh đi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1622","Mail qua lại, bẽ mặt chúng nó vài lần rồi. Bọn đó ký rồi, Minh cũng hiểu rồi. 0 cần căng thẳng nữa","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1623","Trưa thử ktra xem có tiền chưa e nhé. 22.5tr","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1624","Mail cho Minh biết đã xử lý. Sáng nay nó mail lại đấy","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1625","Bọn e chat, mail cả chiều qua và sáng nay rồi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1626","Chú cho 2e đi chơi r ạ. Cháu đjnh qua nấu cm","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1627","Xúc xích hôm nay ngon hơn hẳn. Mịn hơn nhiều. 2 đứa noi đc 9 điểm rồi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1628","Hẳn nào bọn nhà chị nó cứ đòi ăn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1629","Chị làm 2 hộp nó xơi tái 1 hộp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1630","Cứ mon men hộp thứ 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1631","He he thế này là Bác lại có động lực roài","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1632","A Dương ơi hnay e xin nghỉ a nhé! E đưa ông già vào viện, hnay làm mấy xét nghiệm ạ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1633","Ngon Chị ạ. Đủ vị rồi. 2 vc e chén chung1 cái. Để dành cho chúng nó :)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1634","Hí hí chị làm nà cũng ko được chén thoải mái ;)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1635","Em là Lý, phụ trách cntt của Cty PHBCTW. A Dương gửi cho em xin thông tin phần mềm vào mail nguyenphucly@gmail.com.
Cảm ơn anh!","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1636","Rảnh 0, cậu qua cafe. Bao h về?","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1637","Tự nhiên có việc nên chưa qua đc. 4h đc 0?","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1638","Vâng cũng đc ạ.5h  cháu mới đi clb.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1639","Chị ơi hnay cho e nghỉ nhé. Cắt cơm cho e hôm nay và Hôm tổng kết","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1640","A Tuệ rủ đi nhậu SN và TK nhóm Sales. Có lên kịp 0?","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1641","Ko lên kịp e đang cb lên cao tốc","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1642","Ơ, em ơi anh wen mất. Anh chưa trả phí đổi tiền cho em rồi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1643","Hic, chúc cô em năm nay tậu được 1 con trâu tốt, sức khoẻ dồi dào để còn cưỡi nhé","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1644","Chiều e có tý việc nên xin phép đến muộn tí Chị nhé","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1645","Cd tc đi Sapa 2 ngày t6,t7 a đi k để e chốt ds cho c Huệ ạ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1646","Anh có gửi mail nhờ e mua mấy hạt giống, e xem mua giúp a sớm nhé. Thanks","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1647","A đang bận chút. Có việc j 0 e?","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1648","A đang dở việc tý. Ngày kia hoặc kìa đc ko?","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1649","Mai đi đền trần cùng cả Tủe nữa đi nhé","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1650","Ok Anh. Chiều e mua, mai e mang lên cty nhé","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1651","E mua giúp a chưa? Gửi Hương hoặc Longmang về giúp a nhé. Nhắn anh TK và số tiền anh gửi lại e. Thanks e","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1652","E để ở cty. Vợ e nói mừng tuổi Vợ Anh. Nhưng Long & Hương lên Ba vì với Đoàn thanh nien cty rồi. Gửi ai bi h?","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1653","A nhớ acc văn thư của văp phòng Ptsc k ạ, a Tân vừa hỏi e. E k check dc trên hệ thống","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1654","Đang làm gì đới. Đang ngồi cafe chỗ quảng trg đối diện nhà thờ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1655","Chị Huệ báo 14h 45 ra xe về Lao Cai mọi người nhé.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1656","Sơn Đạt Bình có việc về Lào cai trước nhé ae... khi nào qua ới","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1657","Sơn Đạt Bình đi về Hà Nội sớm nuôn nhá cả nhà","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1658","Xe ko thừa nữa đúng ko nhỉ?","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1659","Còn ai về ko 7h ở Phan Đình Phùng đi về đặt vé luôn cho đội nào thiếu chỗ luôn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1660","E ơi mai có rau j mang cho a nhé. Nhiều 1 chút nhé. Thnks","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1661","Chỉ có bắp cải, cải cúc, lơ thôi ạ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1662","Cho a 2 bắp cải, 2 súp lơ nhé. Thnks","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1663","Vg, de e xem còn k, còn e mg cho a","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1664","Bố cháu tuổi j nhỉ? Để cậu bảo ông ngoai xem ngày về nhà mới","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1665","E ơi hỏi giúp anh bên DHNN có bán cây sắn dây 0 e?","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1666","Chắc là có. E bảo vợ hỏi rồi, có j sẽ  báo A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1667","Hỏi cho Anh bên mình có bán sắn dây 0 e nhé","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1668","Nhờ vợ hỏi giúp anh cây tre ăn măng nữa e nhé. Anh mua nhiều. Thanks e","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1669","nhà xe Quảng mận đt 0932313935 .36B 01595","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1670","xe Quảng mận 0932313935 .36B 01595. Anh gửi đồ rồi. Xe chuẩn bị chạy","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1671","Vâng để e xem còn gì k, đợt này cg gan hết rồi ạ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1672","Hôm nay anh có  phải đón con 0 e nhỉ?","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1673","Em ơi nhớ nhờ vợ hỏi giúp a nhé. Thanks","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1674","Hôm nay em đón 2 đứa nhé. Oanh cung đi bằng xe máy","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1675","Tre ăn măng anh lấy bao nhiêu cành? Sắn dây ở đay 0 ai có, để tuần sau e đi chợ quê, chắc là có","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1676","Anh lấy khoảng 50 gốc nhưng chắc nó cồng kềnh lắm. Cho anh địa chỉ và SDT để anh hẹn họ sang mua thôi. Tha ks","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1677","E vừa gửi Chị 15M để Chị lo việc nhà nhé","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1678","Vừa rồi quên không nói anh. Mở thêm các chức năng phần mềm trên giao diện mobile cho em nhé","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1679","Em sẽ bs giao diện Mobile cho chức năng Quản lý phòng họp thôi nhé","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1680","Thằng cu code đi rồi, 0 thể nhanh đc A ạ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1681","Chiều nay mới làm việc với Mr. Dũng IBM; có nói bên anh code trên công nghệ cũ, cần chuyển sang Xpages. Anh xem có phát sinh chi phí ko để làm luôn cho dứt điểm","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1682","Viết giao diện thôi, không ảnh hưởng core","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1683","Xpages phải viết lại toàn bộ A ạ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1684","Cái đó bàn thêm, nhưng cần phải làm. Anh Giang có nói, có dịch vụ convert lên mobile app với chi phí khoảng 5tr/module","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1685","Các chức năng cần mở thêm trên mobile là Quản lý phòng họp và Quản lý xe. Cho phép duyệt thông tin trên đó","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1686","A vừa qua mua măng quên mất 0 hỏi có hạt dưa hấu An Tiên phù hợp với miền bắc 0, e hỏi giúp a nếu có mua giúp anh 1 lạng sáng thứ 2 mang lên CQ giùm a được 0? Thanks e","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1687","Có loại nào trồng được mua giúp a luôn nhé","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1688","Giống khoai lang an củ nữa nếu có e nhé. Thsnks e","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1689","Có dưa hấu Hắc Mỹ Nhân a có lấy 0? Lấy 1 lạng ạ?Mai A nhé","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1690","Mai tiện hỏi khoai lang ăn củ giúp a nhé. Có mua giúp anh ít giống luôn. Thanks e","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1691","Anh định trồng khoảng 100m2, e hỏi bọn nó hộ anh mua thế nào cho đủ thôi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1692","Giống khoai lang an củ 0 có A nhé. Phải về chợ quê mua dây cơ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1693","E ơi hỏi giúp anh bên đấy mua cá giống chỗ nào với. Thanks e","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1694","E tới ngồi đợi đầu ngõ nhé","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1695","Khoa thuỷ sản nó có làm thứ 7, CN 0 e? Hay phải giờ hành chính?","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1696","Anh gọi A.Dũng Khoa Thuỷ sản HVNN nhé. Nếu 0 e thấy đối diện Khoa có Trang trại Kinh Bắc, a thử tham khảo gia trước 0914648448","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1697","A.Dũng Khoa Thuỷ sản 0988623120
Thank u vì món rau","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1698","Ăn thử xem cho ý kiến nhé","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1699","Bên Công trình ngầm trả lờimail rồi e mail giục nốt CGGV đi, adđ anh vào","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1700","Anh cho em xin phép sáng nay đến muộn 1 lúc để ra phường xin xác nhận hồ sơ ạ.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1701","Hnay Cậu wen mất túi quần áo Mẹ gửi ở nhà rồi. Để mai nhé","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1702","Mai cháu cả ngày trên viện hàn lâm ạ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1703","Vậy thứ mấy tuần sau?","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1704","Vậy mai có đi cùng cậu 0? Đi xe máy ý?","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1705","Cháu quên cái quần sooc ở móc treo tầng 3. Cậu cất đi hộ cháu nhé","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1706","Hay tý em chở Oanh về luôn?","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1707","Bác Sơn nhờ Cháu nếu có cái iPhone6 hay 6s nào khoảng 5tr mua hộ bác","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1708","Cháu gọi cho bác Sơn cái cho chắc ăn. Nói rõ là hàng qua sd nhé","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
